Variação,Métricas,Épocas
0.688189434153693,Train loss,1
0.666792094366891,Train loss,2
0.6433461100714547,Train loss,3
0.6244348680973053,Train loss,4
0.6135322831358229,Train loss,5
0.6077309259346553,Train loss,6
0.6022951653173991,Train loss,7
0.5951568509851183,Train loss,8
0.5908463329928262,Train loss,9
0.5855237714733397,Train loss,10
0.580295285156795,Train loss,11
0.569726910676275,Train loss,12
0.5633384793145316,Train loss,13
0.5501751300266811,Train loss,14
0.5430042728355953,Train loss,15
0.5341960397788457,Train loss,16
0.5163973196063723,Train loss,17
0.5081041525942939,Train loss,18
0.49474670733724324,Train loss,19
0.4856210368020194,Train loss,20
0.47520017572811674,Train loss,21
0.4607507589885167,Train loss,22
0.4491253729377474,Train loss,23
0.43977181894438605,Train loss,24
0.42993870475462503,Train loss,25
0.41922704547643663,Train loss,26
0.41445614265544073,Train loss,27
0.40283556537968773,Train loss,28
0.395288565158844,Train loss,29
0.39476072473185403,Train loss,30
0.38527164846658707,Train loss,31
0.3818187846456255,Train loss,32
0.3767961055466107,Train loss,33
0.373246512817485,Train loss,34
0.36443829493863245,Train loss,35
0.36134157295737945,Train loss,36
0.35717611972774777,Train loss,37
0.3536616511855807,Train loss,38
0.35294350849730627,Train loss,39
0.3459622972990785,Train loss,40
0.34541041578565324,Train loss,41
0.3445459559134075,Train loss,42
0.3371012138043131,Train loss,43
0.33982110070330757,Train loss,44
0.33130462339946204,Train loss,45
0.331046862495797,Train loss,46
0.32834144745554245,Train loss,47
0.33323037407227923,Train loss,48
0.3267392404164587,Train loss,49
0.3202245787850448,Train loss,50
0.6809354606696537,Train loss,1
0.6555151888302394,Train loss,2
0.6380557222025734,Train loss,3
0.6256252927439553,Train loss,4
0.6174768550906863,Train loss,5
0.6099895199707576,Train loss,6
0.6046926712989807,Train loss,7
0.5994906326702663,Train loss,8
0.5939960160425731,Train loss,9
0.5871077051333019,Train loss,10
0.5836927075896944,Train loss,11
0.5768671347413744,Train loss,12
0.5696753862925938,Train loss,13
0.5606726401192801,Train loss,14
0.5541850619656699,Train loss,15
0.5439697515964508,Train loss,16
0.5302093206984656,Train loss,17
0.5229048444543566,Train loss,18
0.511323304772377,Train loss,19
0.5049245678527015,Train loss,20
0.4972664483104433,Train loss,21
0.48885480454989844,Train loss,22
0.47609126687049863,Train loss,23
0.4689199068716594,Train loss,24
0.4580187385422843,Train loss,25
0.45120356798171996,Train loss,26
0.44154315165110997,Train loss,27
0.4460328772238323,Train loss,28
0.4309170364482062,Train loss,29
0.4201298329234123,Train loss,30
0.4117879284279687,Train loss,31
0.4048148463027818,Train loss,32
0.3971982074209622,Train loss,33
0.39293675622769764,Train loss,34
0.3844593859570367,Train loss,35
0.3816242245691163,Train loss,36
0.372042972275189,Train loss,37
0.3669797230192593,Train loss,38
0.3657679876259395,Train loss,39
0.3570542073462691,Train loss,40
0.35284738881247385,Train loss,41
0.34850252836942675,Train loss,42
0.3457354668208531,Train loss,43
0.3412265308414187,Train loss,44
0.3378191926436765,Train loss,45
0.33131964317389895,Train loss,46
0.33058958864637783,Train loss,47
0.32294270698513305,Train loss,48
